Dataset	Domains w/ int	html	script	style	image	data	text	font	object	document	(null)
dk.2014-07-23.random.10000-https-www	22	0.6551724137931034	0.8275862068965517	0.9310344827586207	0.9310344827586207	0.10344827586206896	0.034482758620689655	0.1724137931034483	0	0	0.20689655172413793
net.2014-08-29.random.10000-http	5757	0.6052145350030794	0.3165674399507288	0.4073085608704578	0.8154383083555738	0.018887292137138165	0.01560254567850544	0.0026688564976390886	0.0018476698829809075	0	0.17224389242455349
net.2014-08-29.random.10000-http-www	5839	0.5555783850421204	0.32853914115471544	0.4207930963632628	0.8247380316416684	0.019313745633860693	0.01540990343127183	0.002054653790836244	0.0014382576535853708	0	0.17567289911649886
net.2014-08-29.random.10000-https	16	0.4230769230769231	0.6923076923076923	0.8846153846153846	0.8846153846153846	0.07692307692307693	0.038461538461538464	0.038461538461538464	0	0	0.38461538461538464
net.2014-08-29.random.10000-https-www	20	0.48	0.8	0.92	1	0.12	0	0.04	0	0	0.48
reach50.2014w35.se-http	43	0.9512195121951219	0.7317073170731707	0.5853658536585366	0.8780487804878049	0.1951219512195122	0.4634146341463415	0.04878048780487805	0	0	0.36585365853658536
reach50.2014w35.se-http-www	42	0.6410256410256411	0.7435897435897436	0.5384615384615384	0.8717948717948718	0.1794871794871795	0.4358974358974359	0.05128205128205128	0	0	0.48717948717948717
reach50.2014w35.se-https	17	0.9375	0.5	0.4375	0.5625	0.1875	0.125	0	0	0	0.3125
reach50.2014w35.se-https-www	26	0.8695652173913043	0.6086956521739131	0.4782608695652174	0.7391304347826086	0.08695652173913043	0.17391304347826086	0.08695652173913043	0	0	0.34782608695652173
se.2014-07-10.random.100000-http	54882	0.39853295075897816	0.5795538689374305	0.7158459829692706	0.870302665679378	0.049495557201036655	0.04590892262125139	0.005669196593854128	0.0009024435394298408	0.00016197704553868938	0.17495834875971863
se.2014-07-10.random.100000-http-www	57547	0.3364009533898305	0.585010593220339	0.709767831920904	0.866988877118644	0.04811087570621469	0.04480049435028249	0.005826271186440678	0.000926906779661017	0.00011034604519774011	0.1731108757062147
se.2014-07-10.random.100000-https	226	0.6121673003802282	0.870722433460076	0.9049429657794676	0.9543726235741445	0.12927756653992395	0.06463878326996197	0.03802281368821293	0	0	0.3650190114068441
se.2014-07-10.random.100000-https-www	285	0.5337620578778135	0.8713826366559485	0.9131832797427653	0.954983922829582	0.15434083601286175	0.07395498392282958	0.03858520900321544	0	0	0.3729903536977492
se.healthstatus.2013.counties-http	18	0.2777777777777778	1	1	1	0.1111111111111111	0	0.05555555555555555	0	0	0.3888888888888889
se.healthstatus.2013.counties-http-www	21	0.25	1	1	1	0.1	0	0.05	0	0	0.35
se.healthstatus.2013.counties-https	3	0.6666666666666666	1	1	1	0	0	0	0	0	0.3333333333333333
se.healthstatus.2013.counties-https-www	5	0.5	1	1	1	0	0	0	0	0	0.3333333333333333
se.healthstatus.2013.domain-registrars-http	108	0.7685185185185185	0.8703703703703703	0.9259259259259259	0.9537037037037037	0.09259259259259259	0.1111111111111111	0.009259259259259259	0	0	0.26851851851851855
se.healthstatus.2013.domain-registrars-http-www	113	0.47368421052631576	0.8771929824561403	0.9210526315789473	0.9736842105263158	0.07894736842105263	0.10526315789473684	0.008771929824561403	0	0	0.2982456140350877
se.healthstatus.2013.domain-registrars-https	34	0.8717948717948718	0.8717948717948718	0.8974358974358975	0.9230769230769231	0.10256410256410256	0.1282051282051282	0.02564102564102564	0	0	0.3076923076923077
se.healthstatus.2013.domain-registrars-https-www	36	0.6	0.9	1	0.975	0.15	0.075	0.025	0	0	0.4
se.healthstatus.2013.financial-services-http	67	0.819672131147541	0.9508196721311475	0.9508196721311475	0.9508196721311475	0.19672131147540983	0.04918032786885246	0.08196721311475409	0	0	0.32786885245901637
se.healthstatus.2013.financial-services-http-www	71	0.515625	0.953125	0.96875	0.953125	0.203125	0.046875	0.0625	0	0	0.3125
se.healthstatus.2013.financial-services-https	16	0.6666666666666666	1	1	1	0.2	0.13333333333333333	0.06666666666666667	0	0	0.5333333333333333
se.healthstatus.2013.financial-services-https-www	31	0.43333333333333335	1	1	1	0.3	0.1	0.1	0	0	0.4666666666666667
se.healthstatus.2013.gocs-http	48	0.75	0.9772727272727273	0.9772727272727273	0.9772727272727273	0.13636363636363635	0.13636363636363635	0.09090909090909091	0	0	0.29545454545454547
se.healthstatus.2013.gocs-http-www	55	0.3	0.96	0.96	0.98	0.12	0.12	0.1	0	0	0.32
se.healthstatus.2013.gocs-https	4	1	1	1	1	0	0	0.25	0	0	0.5
se.healthstatus.2013.gocs-https-www	9	0.4444444444444444	0.8888888888888888	0.8888888888888888	1	0.2222222222222222	0.1111111111111111	0.1111111111111111	0	0	0.6666666666666666
se.healthstatus.2013.higher-education-http	38	0.717948717948718	0.9487179487179487	0.9743589743589743	0.9743589743589743	0.20512820512820512	0.1282051282051282	0.07692307692307693	0	0	0.2564102564102564
se.healthstatus.2013.higher-education-http-www	44	0.32608695652173914	0.9565217391304348	0.9782608695652174	1	0.17391304347826086	0.10869565217391304	0.06521739130434782	0	0	0.2826086956521739
se.healthstatus.2013.higher-education-https	9	0.8888888888888888	1	1	1	0.3333333333333333	0.2222222222222222	0	0	0	0.2222222222222222
se.healthstatus.2013.higher-education-https-www	24	0.5	0.9583333333333334	1	1	0.20833333333333334	0.125	0.08333333333333333	0	0	0.2916666666666667
se.healthstatus.2013.isps-http	18	0.8823529411764706	0.9411764705882353	1	1	0.17647058823529413	0.058823529411764705	0.058823529411764705	0	0	0.5294117647058824
se.healthstatus.2013.isps-http-www	19	0.631578947368421	0.8947368421052632	0.9473684210526315	0.9473684210526315	0.21052631578947367	0.05263157894736842	0.05263157894736842	0	0	0.3684210526315789
se.healthstatus.2013.isps-https	6	0.8333333333333334	1	1	1	0.16666666666666666	0	0.16666666666666666	0	0	0.5
se.healthstatus.2013.isps-https-www	10	0.5	1	1	1	0.2	0.1	0.1	0	0	0.5
se.healthstatus.2013.media-http	25	0.9583333333333334	0.9583333333333334	0.9166666666666666	0.9583333333333334	0.20833333333333334	0.5833333333333334	0.16666666666666666	0	0	0.5
se.healthstatus.2013.media-http-www	27	0.68	1	0.92	1	0.32	0.64	0.2	0	0	0.56
se.healthstatus.2013.media-https	4	0.75	1	0.75	1	0	0.5	0	0	0	1
se.healthstatus.2013.media-https-www	5	1	1	1	1	0.2	0.6	0.2	0	0	0.8
se.healthstatus.2013.municipalities-http	239	0.40160642570281124	0.9678714859437751	0.9919678714859438	0.9959839357429718	0.040160642570281124	0.020080321285140562	0.012048192771084338	0	0	0.28112449799196787
se.healthstatus.2013.municipalities-http-www	258	0.21481481481481482	0.9592592592592593	0.9925925925925926	1	0.03333333333333333	0.018518518518518517	0.011111111111111112	0	0	0.3148148148148148
se.healthstatus.2013.municipalities-https	41	0.6136363636363636	0.9545454545454546	1	1	0	0.022727272727272728	0.045454545454545456	0	0	0.3181818181818182
se.healthstatus.2013.municipalities-https-www	50	0.5	0.9444444444444444	1	1	0.018518518518518517	0.037037037037037035	0.05555555555555555	0	0	0.2777777777777778
se.healthstatus.2013.public-authorities-http	162	0.5294117647058824	0.954248366013072	0.9803921568627451	1	0.08496732026143791	0.05228758169934641	0.0196078431372549	0	0	0.24183006535947713
se.healthstatus.2013.public-authorities-http-www	188	0.3131868131868132	0.9395604395604396	0.978021978021978	1	0.07142857142857142	0.04945054945054945	0.02197802197802198	0	0	0.22527472527472528
se.healthstatus.2013.public-authorities-https	15	0.5555555555555556	0.9444444444444444	1	0.9444444444444444	0.1111111111111111	0.05555555555555555	0.05555555555555555	0	0	0.2777777777777778
se.healthstatus.2013.public-authorities-https-www	36	0.43243243243243246	0.972972972972973	1	1	0.10810810810810811	0.08108108108108109	0.02702702702702703	0	0	0.32432432432432434
